price,bedrooms,bathrooms,condition,grade,sqft_living,sqft_lot,yr_built,waterfront
558000,3,2.5,3,8,1740,1280,2008,0
1.38E+06,6,4.5,3,11,4350,11917,2000,0
161500,3,1,5,7,1420,13137,1961,0
311000,3,1,3,7,1310,8370,1962,0
470000,6,1.75,4,8,1840,8024,1966,0
569000,3,3.25,5,8,1750,4800,1929,0
689000,4,2.5,3,9,2200,8017,1989,0
271900,3,1.75,3,7,1580,10920,1979,0
278000,4,2.5,3,7,1860,6037,1991,0
820000,2,2.5,4,8,1560,4920,1931,0
399500,3,1.75,4,7,1560,7700,1967,0
462000,3,2.75,4,9,1800,2769,1979,0
347500,3,1,3,7,1810,12036,1977,0
562100,2,0.75,3,7,1440,4300,1914,0
230000,2,1,3,6,1160,7560,1958,0
687000,4,2.5,5,8,2370,10133,1966,0
725786,4,2.5,3,10,3630,6500,2000,0
315500,3,1,4,7,1480,13530,1969,0
312000,4,2,3,7,1560,7100,1950,0
343000,3,3.25,3,8,1650,1493,2002,0
385195,1,1,3,6,1440,4800,2015,0
415000,4,2.25,4,8,2150,12650,1981,0
461000,3,1.75,4,6,2290,8200,1948,0
369990,4,2.5,3,7,1960,6705,2002,0
349950,4,2.5,3,7,1820,3751,1999,0
285750,3,2.25,3,8,2060,11466,1966,0
542500,4,2.25,3,8,2170,11165,1972,0
830000,5,3.5,3,9,3620,5460,2011,0
705000,4,2.5,4,8,2020,11342,1976,0
615000,2,1,3,8,1640,5000,1949,0
184500,2,1,3,6,1440,7200,1940,0
412000,2,1,3,7,1250,4000,1901,0
250000,3,1.5,3,7,1250,8422,1934,0
580000,5,2,3,7,1770,5000,1903,0
220000,2,1,5,6,1080,6000,1923,0
675000,4,2.75,4,8,2360,9038,1976,0
373500,2,1,3,7,1300,4320,1918,0
662700,2,1.5,3,7,1770,6900,1910,0
239950,5,1,4,6,1060,10300,1941,0
383000,3,1,4,7,1410,8925,1957,0
485000,3,2.75,4,7,1950,14075,1975,0
610000,4,2.75,5,8,2300,27820,1976,0
545000,6,1.75,3,7,1820,5750,1954,0
780000,2,2.5,5,8,1890,5000,1901,0
305000,3,2.5,3,8,1714,3240,2005,0
405000,3,1,3,7,1330,12696,1984,0
1.11E+06,5,3.5,3,11,5380,12587,2001,0
273000,3,1.75,4,6,1200,9045,1959,0
326500,3,1,3,7,1420,9357,1970,0
365000,3,1.75,5,7,1400,8190,1981,0
1.00E+06,3,2.75,3,10,3490,11913,1987,0
422500,2,1,3,7,1400,4046,1940,0
354450,4,2.75,3,8,2130,9920,1993,0
320000,3,1,4,7,1250,10350,1971,0
223000,3,1,3,7,1470,10220,1961,0
410000,3,2.5,3,7,1290,3383,2008,0
438000,3,1,4,6,1390,4000,1923,0
390000,3,3,3,7,1590,1600,1993,0
298500,4,2.5,3,7,2030,5880,2004,0
749999,5,2.25,3,10,3430,10700,1989,0
779000,6,2.5,3,8,3490,10320,1966,0
570000,3,2.75,3,8,2810,12333,1978,0
385000,3,1,3,6,1520,4800,1918,0
649000,4,2,5,8,1790,11040,1961,0
283000,3,1,3,7,1070,5636,1947,0
699900,4,2.25,3,7,2230,8925,1961,0
278500,4,1,3,7,1520,9891,1971,0
700000,4,1.75,3,8,2470,11000,1975,0
535000,4,2.75,3,9,2710,33955,1995,0
234500,3,1.75,3,7,1840,10790,1954,0
374150,3,1.75,4,7,1240,8188,1973,0
397000,4,2.5,3,8,1990,9542,2006,0
613000,3,2.25,3,8,2800,12632,1988,0
1.15E+06,3,2.5,4,8,2820,10474,1954,0
595000,4,1.75,3,7,1410,4080,1924,0
340000,5,2.75,3,8,2300,6858,2003,0
388000,4,2.5,3,9,3040,5800,2005,0
404000,3,1.75,3,7,1970,16290,1950,0
810000,3,2,4,8,2310,6466,1946,0
405000,4,2.5,3,9,2580,7433,1987,0
726000,5,3,3,9,2970,10335,2000,0
266000,3,2.5,4,7,1520,7228,1986,0
722500,5,2.25,5,8,2340,7900,1970,0
352000,4,2.5,3,8,1860,25002,1996,0
265000,4,1.5,4,7,1520,8147,1961,0
856000,3,2.5,3,9,1500,4920,2014,0
346950,3,2.5,4,8,2380,4348,2006,0
866059,5,3.5,3,9,3440,5439,2014,0
410000,3,2.5,3,7,2350,4456,2004,0
370000,3,1.75,3,7,1600,16817,1982,0
230000,3,1,4,7,1768,42148,1919,0
400000,2,2,3,7,1110,5040,1999,0
172000,3,1,4,7,1320,9225,1959,0
615000,3,1.75,4,8,1740,8480,1962,0
860000,4,3.5,3,10,3110,10213,1998,0
555000,3,1.75,5,7,1530,6250,1958,0
579000,3,2.5,5,8,1180,3030,1926,0
385000,3,1.75,3,7,1450,7650,1968,0
420000,4,2.25,3,7,2190,9900,1977,0
645000,3,1.75,5,7,1410,3388,1914,0
549950,3,2.5,3,8,1830,7600,1996,0
678000,3,2.75,5,8,2450,10000,1962,0
199000,4,2,3,7,1520,9440,1950,0
604000,3,1,4,7,2540,12092,1957,0
268000,5,1.75,5,7,1730,7728,1963,0
960000,5,3.5,3,10,4330,18741,2003,0
509250,3,2.5,4,7,2010,7600,1980,0
416000,3,2.5,3,8,1650,6014,1987,0
190000,3,1,3,7,1190,8520,1967,0
212000,3,1.5,4,7,2420,34637,1973,0
325900,3,2.5,3,8,2350,10150,1985,0
560000,3,3.5,3,8,1760,5425,1996,0
275000,3,2.5,4,7,1710,6490,1987,0
665000,4,2.5,3,8,2940,14679,1994,0
1.51E+06,4,3.5,3,9,2380,5642,1926,0
375000,4,2,3,7,1160,1404,1930,0
359950,3,1.75,3,7,1280,7813,1979,0
340000,4,2.75,3,7,2490,7200,2005,0
401000,2,1,4,7,1100,8220,1948,0
669000,2,1.75,4,6,1780,11721,1952,0
638500,4,2.5,3,8,2310,6496,2004,0
545000,2,1.5,5,7,2130,4000,1924,0
524000,4,1,3,7,1570,7626,1973,0
1.61E+06,5,3.75,3,10,3340,13260,2013,0
280000,2,1,3,6,1260,2435,1947,0
828000,4,2.5,4,8,3130,10950,1979,0
223000,3,1.75,4,7,1580,8280,1984,0
1.29E+06,4,3.5,3,9,2660,2000,1981,0
750000,2,2,3,7,1860,14475,1970,0
430000,2,1,3,7,1500,6898,1947,0
711000,4,1.75,5,6,2180,10800,1948,0
310000,4,2.5,3,8,1990,7920,1994,0
415000,5,1.75,3,8,2190,6720,1957,0
274900,4,2.5,3,7,1970,7682,1987,0
525000,3,3,4,8,2310,35350,1980,0
179500,3,1,3,7,2300,13714,1952,0
478000,3,1,3,8,1410,3150,1910,0
195000,3,1.75,3,7,1660,8400,1981,0
385000,4,3,3,8,2330,9940,1980,0
401000,3,2.75,3,7,2080,11901,1969,0
522000,4,2.5,3,8,2770,6969,2002,0
330000,4,1.75,4,7,1600,10716,1968,0
503000,3,2.5,3,9,2190,7055,1999,0
175000,5,1.75,4,7,1800,8550,1979,0
963990,4,3.5,3,9,3830,6507,2014,0
845000,5,2,4,8,2700,9023,1951,0
157500,2,1,3,5,1210,4500,1905,0
450000,2,3,3,7,1460,1462,2001,0
925000,4,1.75,3,8,2500,8028,1950,0
600000,2,1,4,7,1230,5029,1938,0
709000,4,1,3,7,1740,3745,1911,0
1.39E+06,5,3.75,5,10,2010,7639,1938,0
248000,3,2.5,3,7,1820,8200,1984,0
245000,3,1,4,6,950,5100,1912,0
332000,2,1,4,6,1500,4800,1942,0
459950,3,2.5,3,7,2400,4624,2002,0
425000,3,2,3,8,1500,1948,1994,0
460000,3,2.25,3,8,2270,51836,1979,0
838300,6,2.5,3,9,2300,7362,1967,0
256000,3,2.5,5,7,1350,7200,1995,0
864000,3,2.75,3,10,3060,11455,1984,0
900000,4,3.5,3,9,1780,4800,1922,0
145600,3,1,3,6,1170,7560,1958,0
865000,5,3,5,8,2370,6283,1977,0
250250,3,2.25,4,8,1990,8000,1969,0
162000,4,2,4,5,1440,7750,1943,0
450000,4,1.75,3,7,1870,7920,1973,0
675500,4,2.75,2,8,2060,16088,1978,0
697000,3,2.25,5,7,1560,5304,1947,0
1.32E+06,3,3.25,3,9,3110,4080,2005,0
490000,3,1.75,3,8,1510,10407,1984,0
590000,3,2.25,3,8,1900,4590,1951,0
280000,4,1.75,3,8,1930,16000,1957,0
515000,2,1,4,7,1610,6500,1941,0
576000,3,1,4,7,1700,5376,1909,0
375000,3,1.75,3,7,1900,10450,1981,0
478000,3,1,4,7,1540,7140,1980,0
282000,3,1,5,7,1620,6696,1977,0
1.40E+06,4,4.5,3,8,2780,10550,1976,0
593500,5,3.25,3,8,2680,41684,1972,0
724950,4,3.5,3,9,2720,247856,2004,0
306000,3,1.75,4,8,1600,7904,1966,0
341000,4,1.75,4,8,2100,7344,1975,0
399950,3,2.5,3,7,1060,4400,1930,0
534000,5,2,3,7,1740,1800,1992,0
635000,6,2.5,3,7,2620,5070,2003,0
350000,2,1,3,6,1670,3920,1927,0
856000,3,1.5,3,7,1970,4200,1928,0
582000,4,3,3,8,1700,1401,2000,0
799000,4,2.5,3,9,2970,6909,2004,0
423700,3,2.5,3,8,2090,3986,1999,0
1.84E+06,4,3.5,3,12,5000,33880,1995,0
322000,3,2,3,7,1760,46038,1988,0
929000,4,3.25,3,9,3470,57499,2002,0
443000,2,1,3,7,1250,5413,1939,0
441500,3,1.75,3,7,1440,7416,1968,0
875000,4,3.5,4,8,2340,4938,1979,0
3.60E+06,3,3.25,3,10,3680,12620,1941,1
450000,2,1,4,7,920,5100,1947,0
425000,3,2.25,3,7,1640,9794,1974,0
660000,4,1.75,4,10,2600,12000,1978,0
763101,3,1.75,4,7,1460,3706,1939,0
499000,4,2.75,3,9,2450,14027,1992,0
521000,3,1.75,4,8,2740,40635,1974,0
302000,2,1,5,6,1810,94960,1925,0
293000,4,2.25,3,7,2144,6773,1998,0
335000,3,2.25,3,7,2110,4094,2011,0
499000,2,1,3,7,1450,4635,1919,0
600000,3,1.75,3,7,1690,5000,1924,0
720000,4,1.75,4,9,2230,11041,1962,0
195000,2,2,3,6,1310,2687,2005,0
249000,3,1,3,7,1140,9083,1952,0
334000,3,2.25,3,7,1490,10101,1989,0
599950,4,1.75,3,8,2120,7315,1952,0
149900,2,1.75,4,8,1360,3426,1982,0
700000,4,1.75,3,7,1910,8100,1945,0
525000,4,1.5,4,6,2380,8846,1960,0
1.05E+06,4,3.75,4,10,3060,118047,1991,0
402000,3,2.5,4,7,1960,8000,1977,0
450000,3,2,3,7,1450,4650,1947,0
520000,3,2.25,3,8,2470,48351,1981,0
205000,3,1.75,5,7,1470,7319,1980,0
635000,3,2.25,3,9,3170,215186,2004,0
210500,3,1,5,7,1310,9600,1958,0
406650,2,1,3,6,1770,5695,1940,0
350000,3,1.75,4,7,1860,19998,1968,0
425000,4,1.75,3,7,1590,6000,1942,0
798000,3,3.5,3,10,3230,7305,1999,0
180000,3,1,2,5,1850,8324,1908,0
1.25E+06,5,3.25,5,8,2360,12042,1972,0
435000,4,2,4,7,1350,1340,1925,0
355000,3,1.5,3,7,1570,9600,1962,0
3.00E+06,5,3.25,3,10,2410,12047,1918,0
685000,5,2.5,5,9,1810,14455,1958,0
311000,3,1,4,7,1680,9147,1960,0
305000,4,2.25,4,7,1710,9600,1966,0
675000,3,2.5,4,7,1700,4954,1924,0
769000,4,2.75,4,8,3380,11184,1968,0
430000,3,1.5,5,7,1570,9858,1954,0
516250,6,2,4,7,2250,12942,1925,0
760000,3,3.5,5,7,2580,11026,1940,0
579950,3,3.5,3,8,1494,1264,2003,0
476000,3,2.25,4,8,1660,8775,1980,0
510000,3,1.75,4,7,2010,14850,1967,0
205000,2,1,3,6,1357,5120,1955,0
240000,3,1,3,7,1720,8050,1969,0
738000,5,3.5,3,10,2980,17281,1991,0
420000,3,1.75,5,6,1440,8106,1940,0
455000,3,1.75,4,7,2070,9775,1969,0
765000,4,1,5,8,2350,5000,1912,0
372000,4,1.5,4,7,1350,8069,1962,0
160000,3,1,2,6,1570,6823,1948,0
772000,4,2.5,3,9,2990,8666,2003,0
1.13E+06,5,1.75,4,9,2050,5400,1906,0
479000,3,1,3,7,1510,2151,1924,0
570000,3,2.5,3,8,1910,4941,1999,0
350000,4,1,3,6,1260,8147,1959,0
353000,3,2.5,3,8,1330,2298,2004,0
699000,5,2.5,3,10,3420,23274,2002,0
265000,3,2,4,7,1260,8750,1955,0
167000,1,1,3,6,930,10165,1989,0
500000,4,2.25,3,8,1800,7700,1964,0
700000,3,1,4,6,1640,7200,1901,0
295000,1,1,3,6,1030,5265,1918,0
1.01E+06,4,3.5,3,9,2430,5100,2004,0
209000,2,1,5,6,920,5100,1969,0
276000,3,1.75,4,7,1740,9600,1968,0
380000,4,2.5,3,8,2090,7779,2002,0
315000,3,1.5,3,7,1680,13000,1954,0
685530,4,2.5,3,9,2780,44224,1996,0
254600,3,2,4,7,1390,30056,1968,0
230000,3,2,4,6,1120,5700,1942,0
335000,3,3,3,8,1020,1112,2003,0
550000,4,2.5,3,7,1940,8400,1980,0
123300,3,1,4,7,1360,8050,1956,0
275436,4,2.75,3,7,1490,9731,1966,0
325000,4,3.5,3,7,1920,2435,1984,0
635000,4,2.5,3,9,3170,45441,1997,0
513000,3,1.75,4,7,920,5000,1944,0
580000,4,2.5,3,8,3030,34000,1980,0
225000,3,1,3,7,1270,9375,1954,0
265000,3,1,3,7,1570,7700,1961,0
313000,4,1.75,3,7,1630,3000,1978,0
296000,2,1,3,7,1330,8396,1948,0
655500,4,2.75,3,8,1950,11751,1957,0
250750,5,1.75,4,8,1640,10125,1951,0
438000,4,2.5,3,8,2590,7200,2004,0
590000,3,2.75,4,8,2180,21600,1967,0
329500,3,1,4,7,1100,5250,1947,0
1.20E+06,3,2.25,3,10,3130,9450,1987,0
415000,2,1,3,6,1670,6000,1944,0
900000,4,2.5,3,10,2950,33167,1984,0
378000,3,1.5,3,7,1460,42688,1975,0
474000,2,1,5,6,1760,108900,1905,0
464000,3,1,3,7,1660,5438,1900,0
310000,3,1,4,7,1210,6760,1956,0
580000,3,1.5,5,7,1670,5525,1952,0
999000,3,2.75,4,8,2120,21988,1962,1
510000,2,1,5,6,1920,6000,1942,0
650000,3,1.5,3,7,2320,7475,1940,0
196000,3,1,4,7,880,10500,1978,0
220000,4,1.75,3,6,1670,9975,1952,0
855000,3,2.25,3,10,3170,11434,1985,0
483000,3,1.75,4,8,1990,10890,1978,0
400000,3,1,3,7,1550,10500,1952,0
435000,3,2.5,3,8,2650,9352,1993,0
219500,1,1,3,8,1770,1924,2007,0
2.95E+06,4,3.5,3,12,3580,16054,1996,0
427000,3,2.5,3,7,2050,7200,2008,0
430000,2,1.5,3,7,1390,4013,1900,0
685000,2,1.5,3,7,1390,4013,1900,0
495000,2,1.5,3,7,2070,6250,1937,0
299950,3,2.5,3,7,1870,7392,1990,0
390000,4,1.75,3,7,1920,7302,1940,0
385000,3,1.75,4,7,1590,3000,1928,0
740000,4,2.5,3,9,3140,9213,1995,0
991700,4,3,3,9,1610,3820,1924,0
765000,3,2.75,4,9,2060,4980,1909,0
802000,4,2.25,4,8,2550,8800,1961,0
950000,4,2.75,4,8,2650,20000,1969,0
392000,4,2.5,3,7,2300,21765,1988,0
590000,3,2.5,3,8,2650,220849,1989,0
425000,4,2.5,2,7,1530,10474,1989,0
765000,5,1.75,4,8,2390,10907,1944,0
313500,3,2.25,4,7,1390,3488,1983,0
320000,3,1,4,6,1410,7200,1947,0
604000,4,1.75,3,8,1380,4846,1960,0
570000,3,2,3,8,1540,2275,2004,0
639000,4,2.5,4,8,1800,11777,1982,0
335000,4,2,4,7,1820,15600,1963,0
896000,4,1.75,4,8,2100,4080,1917,0
259500,3,1.75,3,7,1470,10763,1957,0
637000,3,2,4,7,1260,6000,1958,0
307450,4,2.75,3,8,1990,7875,1980,0
535000,3,1.75,4,7,1820,4593,1925,0
669500,4,2.25,4,7,1410,4046,1940,0
259000,3,1.75,3,7,1150,7280,1952,0
441000,4,1.5,1,7,2020,4000,1919,0
228800,4,2.5,3,7,1460,5027,2003,0
530000,2,2,3,8,1570,4800,2006,0
524000,2,2,4,6,2170,4370,1924,0
430000,4,2.25,5,8,1410,4840,1925,0
1.33E+06,4,3.25,5,9,2470,4760,1906,0
210000,3,1,3,7,1230,10780,1969,0
449000,4,2.5,3,7,1010,5040,1930,0
945000,2,2.5,3,9,1330,7089,2004,0
200450,3,1,3,6,1000,8886,1957,0
219950,3,1.5,3,6,1030,6614,1985,0
659500,4,3,4,8,2630,16792,1956,0
746000,4,2.75,5,8,2420,8400,1966,0
540000,3,1.75,3,8,1810,8674,1982,0
485000,5,2,3,7,1030,7440,1968,0
202000,2,1,3,6,740,7218,1942,0
2.53E+06,4,5.5,4,11,2560,37766,1950,0
502000,3,2.75,3,8,2200,10640,1979,0
279000,2,2.75,3,8,1600,17400,2003,0
409500,3,1,4,7,1270,4635,1921,0
453000,3,2,3,7,1660,7320,1983,0
367000,4,1,3,6,1140,5500,1947,0
550000,3,2.5,3,9,1840,5400,1992,0
273500,3,1.5,3,7,1820,8925,1962,0
505000,4,3,3,7,1540,7500,1978,0
770000,3,2.5,3,9,2550,42625,1994,0
565000,4,2.25,3,8,2270,7400,1984,0
316000,3,0.75,5,7,1300,10375,1971,0
160000,4,1,3,7,1520,7298,1960,0
170000,3,1,3,7,1330,9529,1956,0
235000,3,1,3,7,1330,9529,1956,0
1.80E+06,4,3.5,3,12,4250,38682,1999,0
310000,3,1,3,7,1200,8125,1967,0
285000,4,1.75,4,7,1780,14659,1955,0
280000,2,1,3,6,1010,5040,1942,0
2.30E+06,4,4.25,3,10,3430,9240,2004,0
763776,4,2.5,3,9,2810,13093,1989,0
530000,5,2.75,3,8,2910,15292,1965,0
362000,1,1,3,7,1670,217364,1996,0
430000,2,1,3,6,990,4960,1931,0
456500,3,1,4,7,1290,4850,1919,0
445000,4,2.5,3,7,1430,7528,1989,0
386900,3,1,3,7,1460,11550,1963,0
479000,3,1,4,7,1430,11400,1955,0
525000,3,2.5,3,8,2400,5431,2000,0
272000,4,1.75,3,7,2090,12375,1979,0
517000,4,1,3,7,1580,8976,1950,0
615000,3,1.75,4,8,1950,6240,1951,0
439000,3,1.75,3,7,1460,7210,1965,0
716000,3,2.5,4,10,2580,8132,1988,0
308000,2,1,4,7,2100,6875,1942,0
800000,3,2.25,4,8,1210,4320,1926,0
575000,3,2,3,7,1420,5000,1941,0
219950,3,1.5,4,7,1610,10640,1967,0
770000,4,2.5,4,8,2460,8001,1987,0
424950,3,1.75,3,7,1510,7416,1967,0
387000,3,2.25,3,7,1910,51773,1984,0
790000,4,1.75,3,8,2440,10920,1974,0
156000,2,1,3,5,1290,6973,1933,0
580000,2,1,5,8,2160,6000,1942,0
490000,4,2.25,3,8,1800,17788,1970,0
950000,5,3.25,3,9,1940,4000,1926,0
400000,2,2.5,3,8,1410,2550,2008,0
325000,2,2.5,3,8,1350,1407,2008,0
365000,4,2.5,3,9,2810,6776,2002,0
255000,3,1.75,4,7,1610,6000,1920,0
985000,5,3.5,3,9,3080,13261,1984,0
595000,4,2.5,3,7,1610,9134,1967,0
427500,3,1,5,7,1350,7085,1944,0
728000,3,1.5,3,8,1940,4000,1915,0
549950,2,1,3,7,1780,4000,1940,0
650000,3,2,3,7,2260,6534,1954,0
1.13E+06,5,3.25,4,9,2810,10720,1968,0
203000,3,1,5,6,920,4680,1969,0
311000,2,1,5,6,1380,4400,1903,0
387500,6,2,3,6,1290,9800,1932,0
370000,4,2,3,7,1500,9000,1963,0
228000,2,1,3,6,1550,9150,1951,0
740000,2,1.75,5,7,1310,4800,1923,0
200000,4,2,3,7,1550,7980,1974,0
660000,3,1,4,7,1650,3360,1927,0
275000,4,2,3,7,1190,7007,1944,0
708000,2,1,3,7,1510,5250,1938,0
280000,3,2.5,3,8,1270,11700,1993,0
325000,4,2.5,3,8,2450,6381,2002,0
495000,3,2.5,3,7,1890,51836,1995,0
691000,2,2,3,7,1690,3810,1922,0
2.29E+06,4,2.5,4,11,4080,19991,1983,0
329500,3,2.5,5,7,2330,16016,1979,0
348000,3,2.5,3,9,2480,7743,1989,0
425000,2,1,4,7,1670,7272,1947,0
210000,3,1,3,6,1380,7620,1942,0
285000,2,1,3,6,1100,6000,1951,0
222000,3,1,3,6,1120,8625,1966,0
200000,4,2.5,3,7,1520,9400,1961,0
247500,3,2,3,7,1750,8749,1995,0
1.50E+06,4,5.5,3,11,4110,50378,2006,0
190000,3,1.75,3,6,1350,9452,1942,0
975000,4,2.5,4,9,2300,5450,1921,0
1.13E+06,4,3,4,9,2720,5980,1925,0
283200,4,1.75,4,8,2020,12540,1958,0
650000,3,2.5,4,8,2110,7702,1937,0
449500,3,2,4,7,2010,4361,1954,0
400000,3,1.75,3,7,1790,7379,1987,0
89950,1,1,3,5,890,5100,1942,0
158800,3,1,3,6,1110,8231,1950,0
870000,4,3,3,9,2240,7950,2011,0
196000,3,1.5,3,6,1610,17420,1989,0
850000,3,1.75,5,8,2280,5779,1940,0
775000,4,2.5,3,9,3010,5176,2005,0
483500,3,2.5,3,8,1670,2897,2001,0
387000,3,1.5,3,7,1600,21679,1990,0
900000,3,3,3,10,1750,15802,1951,0
336000,3,1.5,3,7,1050,5000,1964,0
415000,2,1,5,6,1240,5040,1949,0
380000,0,0,3,8,1470,1399,2006,0
350000,3,1.5,3,6,1350,4400,1909,0
1.32E+06,4,5.25,3,11,4190,10762,2005,0
765000,3,1.75,4,8,2530,5800,1945,0
527000,4,2.5,3,8,2900,6736,2013,0
524000,4,2.75,5,8,1100,5000,1908,0
448000,2,1,3,6,1300,5413,1937,0
775000,4,3.25,3,9,3770,87821,1981,0
176500,3,1,4,5,930,7200,1910,0
750000,4,2.25,4,8,2210,8497,1952,0
1.27E+06,4,2.25,5,8,2370,5500,1951,0
250000,3,1,3,7,1480,7594,1958,0
759000,3,2.75,5,8,2440,5870,1900,0
640000,3,2,4,7,1700,5000,1926,0
990000,3,3.25,5,8,2370,4284,1910,0
395000,4,1.75,4,7,1290,7945,1946,0
275000,2,1.5,3,7,1160,1086,2006,0
390000,3,2.5,3,8,2460,6099,1997,0
752500,5,2.75,4,8,1670,4800,1913,0
450000,2,1,4,6,1490,5000,1906,0
473000,2,1,4,7,1400,5100,1909,0
178500,3,1.75,3,7,1250,10414,1973,0
485000,3,2.5,3,8,2700,37263,1985,0
215000,3,1.5,4,7,1440,7361,1982,0
589000,4,1.75,5,7,1840,4862,1919,0
325000,4,1.75,3,6,1650,11592,1918,0
580000,3,2.5,3,8,1620,2022,2004,0
181100,4,1.75,3,7,1460,7500,1954,0
345000,3,2,4,7,1540,5000,1908,0
781000,3,1.75,3,8,2250,9165,1960,0
402500,4,1,3,7,1420,4848,1903,0
426000,3,1.5,3,7,1220,7200,1948,0
389000,3,2.5,3,7,2220,4618,2005,0
670000,6,3,4,8,3660,42874,1970,0
1.51E+06,4,3.25,3,10,3240,5800,1909,0
288400,3,2.25,3,7,1620,3363,1997,0
700000,4,2,5,7,1520,4635,1908,0
830000,4,3,3,8,1400,6000,1968,0
1.90E+06,2,2.75,3,12,2310,26988,1989,1
350500,2,1,3,7,1240,6380,1967,0
431000,3,1.75,4,7,1600,11120,1956,0
485000,3,2.5,3,8,1970,7920,1958,0
780000,3,1.5,4,8,2440,7800,1949,0
720000,2,1.5,3,8,1880,7560,1957,0
415000,3,1,3,7,2040,50965,1971,0
480000,4,1,3,7,1280,4000,1941,0
452250,4,2.25,4,7,2440,10000,1979,0
316000,3,2.5,3,8,1840,8823,1985,0
700000,2,1,3,6,1510,13122,1945,1
285000,4,2,3,7,1510,5500,1925,0
575000,3,1.75,5,7,1720,4410,1906,0
590000,3,2.25,4,8,2500,12430,1960,0
587500,4,1.75,3,8,2170,15026,1956,0
364000,4,2.25,4,8,1750,10127,1968,0
490000,3,2.5,3,8,2080,9794,1986,0
410000,3,2.25,4,8,2730,36404,1978,0
520000,3,2.5,3,9,2160,3968,1999,0
389000,3,1,4,7,1610,6594,1947,0
450000,2,1,3,7,1600,6000,1910,0
325000,3,2.5,3,7,2550,4240,2006,0
660000,2,1,3,7,1400,4000,1924,0
850000,3,2.25,3,10,1310,8170,1995,0
285000,3,2.5,3,7,1860,8875,1990,0
395000,2,1,4,7,1570,1777,1923,0
440000,3,2,3,7,1550,3446,1996,0
249000,3,1.75,5,6,2320,9420,1917,0
635000,3,1.75,4,8,2020,3750,1930,0
515000,3,2.5,3,9,2460,36256,2001,0
1.40E+06,3,3.25,4,9,3020,7700,1954,0
200000,2,1,3,6,1620,7630,1955,0
1.14E+06,4,2.75,3,9,2120,6360,1970,0
445000,4,1,3,6,1560,4600,1946,0
555000,3,1.5,4,7,1660,3750,1920,0
537000,4,2,4,7,1280,6413,1950,0
315000,3,1.75,4,7,1480,7500,1968,0
805000,5,2.5,3,9,3060,10269,2000,0
414000,4,2.5,4,8,2540,8400,1969,0
375000,2,1.5,3,7,1458,2351,2002,0
401000,4,1.75,3,8,2040,7560,1952,0
210000,3,1,3,7,1730,8023,1967,0
365000,2,1,4,7,1430,5110,1939,0
178000,5,1.5,3,7,1860,8658,1960,0
710000,2,1,4,7,1310,4000,1923,0
255000,2,1,1,6,1440,7980,1928,0
528000,5,2.25,3,8,2620,38300,1977,0
537000,4,4.25,3,10,3736,9870,2006,0
442000,4,1.5,3,7,1520,6110,1955,0
375000,3,1.75,3,7,1430,17550,1978,0
637250,4,2.5,3,9,2120,3547,2005,0
427500,3,1.75,5,7,1640,7200,1942,0
700000,4,2.5,3,8,2650,89298,2004,0
680000,3,1.75,4,7,2060,5560,1909,0
393820,2,2,3,7,1360,6798,1941,0
525000,4,2.75,5,7,1500,6000,1940,0
505000,2,1.75,2,7,1510,3816,1929,0
555565,3,2,4,7,2210,11337,1959,0
650000,3,1.75,4,7,3110,11853,1942,0
632500,5,3.25,3,8,2820,6317,2005,0
269000,3,2.5,3,7,1890,3819,2005,0
405000,4,2.75,3,7,2160,8794,1978,0
845000,3,3.5,3,10,3350,14825,1986,0
234000,3,1,4,7,1400,9600,1961,0
638000,4,1.75,4,7,1480,5400,1946,0
290000,3,1.75,3,7,1180,10950,1967,0
262000,1,0.75,5,3,1340,12233,1920,0
270000,4,2.5,3,8,3010,5772,2003,0
875000,4,2.25,4,9,1780,4559,1948,0
299000,3,2.25,4,8,2170,7210,1982,0
551000,3,1,5,7,1580,6000,1947,0
350000,3,2.75,3,7,2570,18983,1950,0
1.90E+06,3,2.5,3,10,2660,13367,1992,0
511718,2,1.75,3,6,1690,5000,1915,0
965000,4,3.25,5,9,3140,54014,1978,0
475000,4,2.25,3,7,2460,4645,1999,0
1.06E+06,4,2.75,5,8,1600,4000,1928,0
252000,2,1,4,6,1370,34820,1926,0
580000,6,2.5,5,8,1894,10500,1964,0
374950,2,2.25,3,8,1260,1111,2008,0
739000,5,4,4,9,3380,9900,1979,0
271000,4,1.75,5,7,1730,7200,1975,0
230000,2,1,3,6,1370,10176,1986,0
210000,3,2.25,3,7,1430,6364,1984,0
350000,3,2.75,4,7,1320,7620,1988,0
491500,3,2.25,4,7,2190,4612,1968,0
325000,3,2.5,4,7,1380,11475,1994,0
190000,3,2,3,7,1420,7500,1987,0
658600,4,2,4,7,1400,4690,1945,0
299950,3,1.5,3,7,2000,8319,1958,0
464000,5,2,3,6,1330,4000,1931,0
308000,3,1,3,6,1500,9065,1942,0
625000,3,1,3,6,1870,5500,1919,0
240000,3,1.75,4,7,1280,9100,1977,0
530000,4,2.5,3,9,2890,35089,1995,0
1.00E+06,5,4.5,5,8,2870,8944,1939,1
439000,1,1,3,7,1580,2566,1918,0
575000,4,1.75,4,6,1440,4158,1948,0
418000,3,1.75,3,7,1580,7238,1959,0
1.21E+06,4,3.75,4,9,2340,15234,1930,0
1.10E+06,4,3.75,5,9,1900,4320,1925,0
1.90E+06,3,3.75,3,10,2510,8550,2007,0
